author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383412E18,,,1,,,1852014019,"8 September, 2018 8:20:19 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
ShahidWebsite,Offical Account of https://t.co/qxZboIMDmf follow us for the all updates of @shahidkapoor  mail@shahidkapoor.website,13255,13835,156,3136902696,http://pbs.twimg.com/profile_images/1033543957387587584/2IugeREq_normal.jpg,en,India,Shahid Kapoor Website | Batti ?Gul Meter Chalu,,https://t.co/F2jkGsKGsp,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383411E18,,,1,,,1852013973,"8 September, 2018 8:19:33 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
ShahidWebsite,Offical Account of https://t.co/qxZboIMDmf follow us for the all updates of @shahidkapoor  mail@shahidkapoor.website,13255,13835,156,3136902696,http://pbs.twimg.com/profile_images/1033543957387587584/2IugeREq_normal.jpg,en,India,Shahid Kapoor Website | Batti ?Gul Meter Chalu,,https://t.co/F2jkGsKGsp,"RT @Nani4u143: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt Out https…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.038338E18,,,1,,,1852013246,"8 September, 2018 8:07:26 AM GMT",ArjunReddy,,Movies&Politics ? ? N@Ni R€DDY?;Murad Khetani,Nani4u143;MuradKhetani,17
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383304E18,,,1,,,1852011434,"8 September, 2018 7:37:14 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
shanatic_nimra1,#Muslim #iBleedGreen??#CatMom?#Shanatic?fan account for @shahidkapoor He's Bae?His Upcoming?#BattiGulMeterChalu #21Sep admin?@shahidkapoorFC #PakCricket fan,66542,3754,141,496631949,http://pbs.twimg.com/profile_images/1031620291024351232/D2MpDau6_normal.jpg,en,"Karachi, Pakistan",Nimra?Shahid?BGMC?21st Sep 2018,,,"RT @Nani4u143: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt Out https…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0383303E18,,,1,,,1852011414,"8 September, 2018 7:36:54 AM GMT",ArjunReddy,,Movies&Politics ? ? N@Ni R€DDY?;Murad Khetani,Nani4u143;MuradKhetani,17
Dineshsamal18,Medico....,6675,32,29,9.0674565E17,http://pbs.twimg.com/profile_images/1027741444302233600/_kynMp4q_normal.jpg,en,,shanatic Dinesh,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383282E18,,,1,,,1852010917,"8 September, 2018 7:28:37 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
shanatic_loki,"Die hard fan of @shahidkapoor #shanatic_lokesh Fan account? #sashaaaluv???? #Pureshanatic ?#shahidkapoor wo sirf star nahi hai, duniya hai meri…",11284,231,198,1903108260,http://pbs.twimg.com/profile_images/1039026360549666816/4nButn5k_normal.jpg,en,"Coimbatore, India",shanatic || lokesh ?,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0383243E18,,,1,,,1852009977,"8 September, 2018 7:12:57 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
rakeshu05274833,Leader,3468,21,264,2472549895,http://pbs.twimg.com/profile_images/1027923436352372736/HENMhhFZ_normal.jpg,en,"Uttar Pradesh, India",Rakesh Upadhyay,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383236E18,,,1,,,1852009808,"8 September, 2018 7:10:08 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
Divya_slay,I love @shahidkapoor ?,121,89,91,9.234738E17,http://pbs.twimg.com/profile_images/1037341235973746688/i0xp-RYF_normal.jpg,en,,Divya ka Meter chalu?,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0383205E18,,,1,,,1852009071,"8 September, 2018 6:57:51 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
Thahzeebmohd,"|?DIEHARDSHAHIDKAPOORFAN| ?MY WORLD|?26TH AND 28TH 2017???|16TH AND 18TH  AUGUST 2018 SHAHIDKAPOOR RECOGNISED ME |

??MIDHAT KHAN|MAYA |SHALU | ??",41189,469,664,3224426190,http://pbs.twimg.com/profile_images/1035009677329752064/ENbtUgj1_normal.jpg,en,,? LIFE'S BIRTHDAY MONTH...?,,,RT @ArjunReddyFC: Dadicated Fan Club of #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by Sandeep Vanga Produced b…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383203E18,,,1,,,1852009033,"8 September, 2018 6:57:13 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,12
Thahzeebmohd,"|?DIEHARDSHAHIDKAPOORFAN| ?MY WORLD|?26TH AND 28TH 2017???|16TH AND 18TH  AUGUST 2018 SHAHIDKAPOOR RECOGNISED ME |

??MIDHAT KHAN|MAYA |SHALU | ??",41189,469,664,3224426190,http://pbs.twimg.com/profile_images/1035009677329752064/ENbtUgj1_normal.jpg,en,,? LIFE'S BIRTHDAY MONTH...?,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383202E18,,,1,,,1852008993,"8 September, 2018 6:56:33 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
Thahzeebmohd,"|?DIEHARDSHAHIDKAPOORFAN| ?MY WORLD|?26TH AND 28TH 2017???|16TH AND 18TH  AUGUST 2018 SHAHIDKAPOOR RECOGNISED ME |

??MIDHAT KHAN|MAYA |SHALU | ??",41189,469,664,3224426190,http://pbs.twimg.com/profile_images/1035009677329752064/ENbtUgj1_normal.jpg,en,,? LIFE'S BIRTHDAY MONTH...?,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383201E18,,,1,,,1852008981,"8 September, 2018 6:56:21 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
shahidfanlover,,43982,155,147,7.2993994E17,http://pbs.twimg.com/profile_images/1030504005816864768/xi9D9hQK_normal.jpg,en,????,kingchamp587,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383192E18,,,1,,,1852008774,"8 September, 2018 6:52:54 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
ShaandaarVicky,"Mere dil me rahti bholi bhali meri maa ?
Bhakt shree ram hanuman ka ??

 fan of Shahid kapoor ? ?

Fan account",56047,1267,161,2828725735,http://pbs.twimg.com/profile_images/1039088386823225344/C8vdr2B9_normal.jpg,en,India Raebareli,Vicky,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.038319E18,,,1,,,1852008724,"8 September, 2018 6:52:04 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
SidharthsDisha,"? Sidharth Malhotra | Shahid Kapoor | Shakti Arora | Shraddha |
Kareena | Radhika | Helly ?.Met @S1dharthM on 20/12/2017?Fan Account?",65929,1418,260,8.3226908E17,http://pbs.twimg.com/profile_images/1037747232659755008/Kk-S1x8B_normal.jpg,en,Sidharth's Heart ?,batti gul meter chalu ?,,https://t.co/4YQBtEEPnR,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.038319E18,,,1,,,1852008721,"8 September, 2018 6:52:01 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
shahid__shalu,"Only Shahid Kapoor??
ProudIndian?? Fan Account
#BattiGulMeterChalu  #ArjunReddyRemake #ShahidAsABoxer  #ShahidInAThrillerMovie and 3 more movies?",27134,497,151,8.5426858E17,http://pbs.twimg.com/profile_images/1038073529839824897/nLJ_wUGF_normal.jpg,en,India,Birthday month of love birds ? ? BGMC,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383177E18,,,1,,,1852008397,"8 September, 2018 6:46:37 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
thamarai2311,"$h@n@t!c ?  Dream:wanna meet him once in my life ? Novemberian ?
?feb 4 ? march 2 ??",18688,431,338,4812981033,http://pbs.twimg.com/profile_images/871599677669429248/Xdb7nE8L_normal.jpg,en,india,thAMarai selvi,,,RT @ArjunReddyFC: Print Media | Actress for #ArjunReddy remake to be finalised soon | Producer @MuradKhetani talks about why Tara Sutarua h…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383167E18,,,1,,,1852008165,"8 September, 2018 6:42:45 AM GMT",ArjunReddy,,Arjun Reddy FC;Murad Khetani,ArjunReddyFC;MuradKhetani,22
shahidfanlover,,43982,155,147,7.2993994E17,http://pbs.twimg.com/profile_images/1030504005816864768/xi9D9hQK_normal.jpg,en,????,kingchamp587,,,"RT @CinemaaMania: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt out ht…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383167E18,,,1,,,1852008162,"8 September, 2018 6:42:42 AM GMT",ArjunReddy,,Cinema Mania ?;Murad Khetani,CinemaaMania;MuradKhetani,15
thamarai2311,"$h@n@t!c ?  Dream:wanna meet him once in my life ? Novemberian ?
?feb 4 ? march 2 ??",18688,431,338,4812981033,http://pbs.twimg.com/profile_images/871599677669429248/Xdb7nE8L_normal.jpg,en,india,thAMarai selvi,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383165E18,,,1,,,1852008113,"8 September, 2018 6:41:53 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
Lalitshing3,"@shahidkapoor
@imIshaankhatter

#BattiGulMeterChalu ~ 21sep2018
#ArjunReddy ~ 21june2019",16131,1150,1337,9.6952659E17,http://pbs.twimg.com/profile_images/1033005949588402176/fQRwNnwF_normal.jpg,en,"Porbandar, gujarat",l@liT Shing ||BGMC?||,,,RT @ArjunReddyFC: Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed by San…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383149E18,,,1,,,1852007734,"8 September, 2018 6:35:34 AM GMT",ArjunReddy,,Arjun Reddy FC;Shahid Kapoor,ArjunReddyFC;shahidkapoor,22
ArjunReddyFC,"Arjun Reddy Remake Release on 21 June 2019 Stars @ShahidKapoor Directed by Sandeep Vanga Produced by Bhushan Kumar, Murad Khetani, Krishan Kumar & Ashwin Varde",4,37,9,1.0381785E18,http://pbs.twimg.com/profile_images/1038358696445849600/NnkwP1v8_normal.jpg,en,,Arjun Reddy FC,,,Latest Update : Shooting Starts in October #ArjunReddy remake release on 21 June 2019 Stars @shahidkapoor Directed… https://t.co/ICFXqg7f7Z,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383138E18,,,0,,,1852007465,"8 September, 2018 6:31:05 AM GMT",ArjunReddy,https://twitter.com/i/web/status/1038313757217378304,Shahid Kapoor,shahidkapoor,22
ysmnly,shahid x deepika x katrina x ranveer ?,7634,2904,126,531515788,http://pbs.twimg.com/profile_images/1039172515455803392/f3q2qSas_normal.jpg,de,,yasemin ?,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0383088E18,,,1,,,1852006272,"8 September, 2018 6:11:12 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
TeluguOdu,Official https://t.co/VsKj5AdUtc   account. News and Media Portal,505,7389,149,2331425521,http://pbs.twimg.com/profile_images/913314896154001408/Oi-ohnIq_normal.jpg,en,,TeluguOdu,,http://t.co/j8iy1FM8iC,"Heroine walked out of #ArjunReddy Remake

Read: https://t.co/iwmDb2xXWi

#ShahidKapoor #Vijaydeverakonda… https://t.co/cvVWLmmnve","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0383076E18,,,0,,,1852005988,"8 September, 2018 6:06:28 AM GMT",ArjunReddy;ShahidKapoor;Vijaydeverakonda,http://www.teluguodu.com/heroine-walked-out-of-arjun-reddy-remake/;https://twitter.com/i/web/status/1038307563740094464,,,0
ShahidK_F,Heart to Heart,2431,2607,154,507916717,http://pbs.twimg.com/profile_images/975829184739241985/2VRql-ju_normal.jpg,ru,"??????? , ??????",Shahid Kapoor FAN,,http://t.co/mZojIz4QMM,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0383058E18,,,1,,,1852005577,"8 September, 2018 5:59:37 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,"RT @Nani4u143: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt Out https…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383047E18,,,1,,,1852005317,"8 September, 2018 5:55:17 AM GMT",ArjunReddy,,Movies&Politics ? ? N@Ni R€DDY?;Murad Khetani,Nani4u143;MuradKhetani,17
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,"RT @CinemaaMania: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt out ht…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383047E18,,,1,,,1852005312,"8 September, 2018 5:55:12 AM GMT",ArjunReddy,,Cinema Mania ?;Murad Khetani,CinemaaMania;MuradKhetani,15
Dineshsamal18,Medico....,6675,32,29,9.0674565E17,http://pbs.twimg.com/profile_images/1027741444302233600/_kynMp4q_normal.jpg,en,,shanatic Dinesh,,,RT @ArjunReddyFC: Print Media | Actress for #ArjunReddy remake to be finalised soon | Producer @MuradKhetani talks about why Tara Sutarua h…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383039E18,,,1,,,1852005103,"8 September, 2018 5:51:43 AM GMT",ArjunReddy,,Arjun Reddy FC;Murad Khetani,ArjunReddyFC;MuradKhetani,22
ShaandaarVicky,"Mere dil me rahti bholi bhali meri maa ?
Bhakt shree ram hanuman ka ??

 fan of Shahid kapoor ? ?

Fan account",56047,1267,161,2828725735,http://pbs.twimg.com/profile_images/1039088386823225344/C8vdr2B9_normal.jpg,en,India Raebareli,Vicky,,,"RT @CinemaaMania: Actress For #ArjunReddy Remake To Be Finalized Soon
Producer @MuradKhetani Talks About Why Tara Sutaria Had To Opt out ht…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383038E18,,,1,,,1852005083,"8 September, 2018 5:51:23 AM GMT",ArjunReddy,,Cinema Mania ?;Murad Khetani,CinemaaMania;MuradKhetani,15
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,RT @ArjunReddyFC: Print Media | Actress for #ArjunReddy remake to be finalised soon | Producer @MuradKhetani talks about why Tara Sutarua h…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383036E18,,,1,,,1852005045,"8 September, 2018 5:50:45 AM GMT",ArjunReddy,,Arjun Reddy FC;Murad Khetani,ArjunReddyFC;MuradKhetani,22
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383036E18,,,1,,,1852005041,"8 September, 2018 5:50:41 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
ShanaticsWW,Dedicated to the Heart Throb @shahidkapoor / All latest updates / #BattiGulMeterChaalu,6217,10118,69,2211816135,http://pbs.twimg.com/profile_images/1029749767243476992/rCB5Ym7D_normal.jpg,en,"Hyderabad, India",ShanaticsWorldWide,,,RT @ArjunReddyFC: Print Media | Actress for #ArjunReddy remake to be finalised soon | Producer @MuradKhetani talks about why Tara Sutarua h…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0383023E18,,,1,,,1852004725,"8 September, 2018 5:45:25 AM GMT",ArjunReddy,,Arjun Reddy FC;Murad Khetani,ArjunReddyFC;MuradKhetani,22
ShaandaarVicky,"Mere dil me rahti bholi bhali meri maa ?
Bhakt shree ram hanuman ka ??

 fan of Shahid kapoor ? ?

Fan account",56047,1267,161,2828725735,http://pbs.twimg.com/profile_images/1039088386823225344/C8vdr2B9_normal.jpg,en,India Raebareli,Vicky,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.038302E18,,,1,,,1852004664,"8 September, 2018 5:44:24 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
GarafaNovac,"@shahidkapoor #Shahid #Misha #Mira my family ?
#Shanatics my friends ?",7941,96,171,9.8193556E17,http://pbs.twimg.com/profile_images/1038656414531682305/PvnAItDg_normal.jpg,it,Italia,Garafa ?BGMC21?,,,"RT @Shahid_Online: DNA ? Snippet : ""Actress for Arjun Reddy remake to be finalised soon"" - confirms producer @MuradKhetani .
@shahidkapoor…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0382999E18,,,1,,,1852004162,"8 September, 2018 5:36:02 AM GMT",,,Shahid Kapoor Online ?;Murad Khetani;Shahid Kapoor,Shahid_Online;MuradKhetani;shahidkapoor,25
